protein,deltaG,pred_deltaG,ddG,pred_ddG
2K28,2.6415715,-2.2434616,-0.1290226,0.4066987
2K28,3.1314259,-2.3400939,0.36083174,0.31006646
2K28,2.4406164,-2.847465,-0.32997775,-0.19730473
2K28,2.4810705,-2.696375,-0.2895236,-0.04621458
2K28,2.5311959,-3.0238712,-0.23939824,-0.37371087
2K28,2.3393207,-2.199909,-0.43127346,0.45025134
2K28,2.4394512,-2.4409046,-0.3311429,0.2092557
2K28,2.716874,-3.0234866,-0.053720236,-0.3733263
2K28,2.6924977,-2.7570665,-0.07809639,-0.106906176
2K28,2.6210456,-2.1578965,-0.14954853,0.4922638
2K28,1.9674362,-3.560572,-0.8031579,-0.9104116
2K28,2.419522,-2.579587,-0.35107207,0.07057333
2K28,2.6411984,-2.2515013,-0.12939572,0.398659
2K28,2.6680303,-2.937035,-0.10256386,-0.28687477
2K28,2.3797064,-2.4056854,-0.39088774,0.24447489
2K28,2.1285388,-2.4961653,-0.6420553,0.15399504
2K28,2.179104,-2.7389426,-0.59149003,-0.08878231
2K28,1.2126564,-4.6350074,-1.5579377,-1.9848471
2K28,2.4452775,-3.0863771,-0.32531667,-0.43621683
2K28,2.6319337,-2.8277607,-0.13866043,-0.17760038
2K28,3.212572,-2.524207,0.44197798,0.1259532
2K28,2.5946758,-3.2805438,-0.17591834,-0.6303835
2K28,2.4226732,-3.141865,-0.3479209,-0.4917047
2K28,3.1377249,-3.0801206,0.36713076,-0.42996025
2K28,2.4898415,-2.9845703,-0.28075266,-0.33440995
2K28,2.1187532,-3.0388951,-0.6518409,-0.38873482
2K28,2.352855,-3.7334979,-0.41773915,-1.0833375
2K28,2.3304737,-3.3514702,-0.44012046,-0.7013099
2K28,2.001953,-3.919886,-0.76864123,-1.2697258
2K28,2.3840792,-2.568307,-0.3865149,0.08185339
2K28,2.4933167,-2.5086865,-0.27727747,0.14147377
2K28,2.4207678,-3.386499,-0.34982634,-0.7363386
2K28,2.411651,-2.89433,-0.35894322,-0.24416971
2K28,2.0960493,-2.9972363,-0.6745448,-0.34707594
2K28,2.09142,-2.7833374,-0.6791742,-0.13317704
2K28,1.8912085,-3.0388618,-0.8793856,-0.38870144
2K28,1.8468769,-4.5344086,-0.92371726,-1.8842483
2K28,2.4379997,-3.2983644,-0.3325944,-0.6482041
2K28,0.8964689,-5.476759,-1.8741252,-2.8265986
2K28,0.39077482,-5.998404,-2.3798194,-3.3482437
2K28,0.6020403,-5.205901,-2.1685538,-2.5557408
2K28,1.1019117,-4.7224946,-1.6686825,-2.0723343
2K28,0.11534903,-6.080917,-2.655245,-3.4307566
2K28,0.5713369,-5.758136,-2.1992571,-3.1079755
2K28,1.1388575,-6.0769153,-1.6317366,-3.426755
2K28,0.76515937,-5.148927,-2.0054348,-2.498767
2K28,0.5676397,-5.05609,-2.2029543,-2.4059296
2K28,1.060545,-5.2987404,-1.7100492,-2.64858
2K28,0.65332526,-5.1396255,-2.1172688,-2.4894652
2K28,1.031877,-4.231492,-1.7387171,-1.5813317
2K28,1.380787,-3.6697814,-1.3898071,-1.0196211
2K28,0.93791616,-4.9958067,-1.832678,-2.3456464
2K28,1.3317204,-4.1208677,-1.4388738,-1.4707074
2K28,2.645662,-2.7148185,-0.12493205,-0.064658165
2K28,2.13837,-2.6973243,-0.6322241,-0.047163963
2K28,1.1330811,-5.755163,-1.637513,-3.1050029
2K28,1.3780861,-4.321481,-1.392508,-1.6713209
2K28,2.9978096,-2.7984118,0.22721553,-0.14825153
2K28,2.7466376,-2.9797962,-0.023956537,-0.32963586
2K28,3.0592608,-3.1422288,0.28866673,-0.49206853
2K28,2.3851008,-3.3718028,-0.38549328,-0.7216425
2K28,2.4801183,-2.5167174,-0.29047585,0.13344288
2K28,2.6631246,-2.3973508,-0.10746956,0.25280952
2K28,2.277184,-3.6009965,-0.4934101,-0.9508362
2K28,2.0949771,-3.4641829,-0.675617,-0.81402254
2K28,2.6889627,-3.30405,-0.08163142,-0.65388966
2K28,2.1406898,-3.8325663,-0.62990427,-1.182406
2K28,2.9538567,-2.4347122,0.18326259,0.21544814
2K28,2.8226652,-2.2605863,0.052071095,0.38957405
2K28,2.4975724,-3.3676195,-0.2730217,-0.7174592
2K28,2.5249407,-2.7820475,-0.24565339,-0.1318872
2K28,2.4486208,-3.379387,-0.32197332,-0.7292266
2K28,2.6850562,-3.2833638,-0.08553791,-0.6332035
2K28,2.559149,-3.2502327,-0.2114451,-0.6000724
2K28,1.24875,-4.5485506,-1.5218441,-1.8983903
2K28,2.4731493,-3.3458896,-0.29744482,-0.69572926
2K28,3.093404,-2.7906485,0.32280993,-0.14048815
2K28,3.026456,-3.121253,0.255862,-0.4710927
2K28,2.5754364,-3.0281909,-0.19515777,-0.37803054
2K28,2.7619207,-3.5510082,-0.0086734295,-0.9008479
2K28,2.4588234,-2.8095856,-0.31177068,-0.15942526
2K28,2.6205647,-2.786958,-0.15002942,-0.13679767
2K28,2.6541276,-3.1215491,-0.11646652,-0.47138882
2K28,2.5303946,-2.88604,-0.24019957,-0.23587966
2K28,2.8510106,-2.7689447,0.08041644,-0.11878443
2K28,2.1710098,-3.3460956,-0.59958434,-0.69593525
2K28,2.8627214,-2.4809208,0.09212732,0.16923952
2K28,2.8456671,-2.4196992,0.075073004,0.23046112
2K28,2.734689,-2.8916614,-0.035905123,-0.2415011
2K28,2.7360878,-2.7875943,-0.03450632,-0.137434
2K28,2.2184515,-2.727367,-0.5521426,-0.07720661
2K28,2.4312296,-2.9236646,-0.33936453,-0.27350426
2K28,2.3496087,-2.9052725,-0.42098546,-0.25511217
2K28,1.5997481,-4.3135033,-1.170846,-1.663343
2K28,2.798722,-2.7350626,0.028127909,-0.08490229
2K28,2.6026833,-2.6668334,-0.16791081,-0.016673088
2K28,2.194886,-2.9695754,-0.57570815,-0.3194151
2K28,2.2663093,-2.5287914,-0.50428486,0.121368885
2K28,2.3695414,-2.7775512,-0.4010527,-0.12739086
2K28,2.254766,-3.0987873,-0.51582813,-0.448627
2K28,2.8850048,-2.6525798,0.11441064,-0.0024194717
2K28,2.421387,-2.892044,-0.34920716,-0.24188375
2K28,2.582816,-2.4504824,-0.18777823,0.19967794
2K28,2.5427608,-2.5824862,-0.22783327,0.06767416
2K28,2.471592,-2.5443792,-0.29900217,0.10578108
2K28,2.5382674,-2.2816212,-0.23232675,0.3685391
2K28,2.458235,-2.2338343,-0.3123591,0.41632605
2K28,2.597779,-2.9327343,-0.17281508,-0.28257394
2K28,2.1132023,-2.5738144,-0.6573918,0.07634592
2K28,2.2238424,-2.6393232,-0.54675174,0.010837078
2K28,2.2154262,-2.5038245,-0.5551679,0.14633584
2K28,2.3064673,-2.5199113,-0.46412683,0.13024902
2K28,2.0582957,-2.9140058,-0.7122984,-0.26384544
2K28,2.3351426,-2.5035994,-0.4354515,0.1465609
2K28,2.602002,-2.5850587,-0.16859221,0.06510162
2K28,2.413223,-2.5329719,-0.3573711,0.11718845
2K28,2.5010736,-2.5520256,-0.26952052,0.098134756
2K28,2.751989,-2.7770772,-0.018605232,-0.12691689
2K28,1.8328949,-2.760449,-0.9376992,-0.11028862
2K28,2.0025804,-2.7401927,-0.7680137,-0.09003234
2K28,2.7067096,-2.8572564,-0.0638845,-0.2070961
2K28,2.3798554,-2.6323986,-0.39073873,0.017761707
2K28,2.3664591,-2.6854572,-0.404135,-0.035296917
2K28,2.534879,-2.5579646,-0.23571515,0.09219575
2K28,2.5710952,-2.0328045,-0.19949889,0.6173558
2K28,2.7061913,-1.7445153,-0.06440282,0.905645
2K28,2.9351294,-2.4121473,0.16453528,0.23801303
2K28,2.7308714,-2.1678824,-0.03972268,0.48227787
2K28,2.2808669,-2.6471214,-0.48972726,0.0030388832
2K28,2.6168249,-2.3271646,-0.15376925,0.32299566
2K28,2.6621516,-2.2763915,-0.108442545,0.3737688
2K28,2.355817,-2.8663452,-0.41477704,-0.21618485
r18_3_TrROS_Hall,3.128411,1.4793813,0.0,0.0
r18_3_TrROS_Hall,3.433184,1.4793813,0.30477285,0.0
r18_3_TrROS_Hall,3.3266685,1.4793813,0.19825745,0.0
r18_3_TrROS_Hall,3.3348603,1.4793813,0.20644927,0.0
r18_3_TrROS_Hall,3.4646153,1.4793813,0.3362043,0.0
r18_3_TrROS_Hall,3.0337565,1.4304851,-0.09465456,-0.048896194
r18_3_TrROS_Hall,3.2162406,1.3436476,0.08782959,-0.13573372
r18_3_TrROS_Hall,3.438669,1.4121135,0.3102579,-0.067267776
r18_3_TrROS_Hall,3.4457626,1.492698,0.31735158,0.013316631
r18_3_TrROS_Hall,3.0023162,1.4169043,-0.12609482,-0.062476993
r18_3_TrROS_Hall,3.7334993,1.436742,0.60508823,-0.042639375
r18_3_TrROS_Hall,3.1808417,1.4076335,0.05243063,-0.07174778
r18_3_TrROS_Hall,3.322235,1.4682024,0.19382405,-0.01117897
r18_3_TrROS_Hall,3.2358446,1.5322648,0.10743356,0.052883506
r18_3_TrROS_Hall,3.2762132,1.4778308,0.14780211,-0.0015505552
r18_3_TrROS_Hall,3.7108862,1.6306654,0.5824752,0.1512841
r18_3_TrROS_Hall,3.8317518,1.5395663,0.70334077,0.060184956
r18_3_TrROS_Hall,3.273826,1.589545,0.14541483,0.11016369
r18_3_TrROS_Hall,3.0661898,1.4906999,-0.06222129,0.011318564
r18_3_TrROS_Hall,4.0789337,1.5037833,0.95052266,0.024402022
r18_3_TrROS_Hall,4.2816153,1.4509361,1.1532042,-0.028445244
r18_3_TrROS_Hall,4.0929356,1.4962052,0.9645245,0.016823888
r18_3_TrROS_Hall,3.3344972,1.4449469,0.20608616,-0.034434438
r18_3_TrROS_Hall,3.746968,1.5904546,0.618557,0.111073256
r18_3_TrROS_Hall,3.4479957,1.4096148,0.3195846,-0.06976652
r18_3_TrROS_Hall,3.1774573,1.3669056,0.049046278,-0.11247575
r18_3_TrROS_Hall,3.2044783,1.4696984,0.07606721,-0.009682894
r18_3_TrROS_Hall,3.1972165,1.4381962,0.068805456,-0.04118514
r18_3_TrROS_Hall,2.8403316,1.2770364,-0.2880795,-0.2023449
r18_3_TrROS_Hall,3.6147144,1.42685,0.48630333,-0.05253136
r18_3_TrROS_Hall,3.6232343,1.482699,0.49482322,0.0033177137
r18_3_TrROS_Hall,3.1763737,1.4805797,0.047962666,0.001198411
r18_3_TrROS_Hall,3.365446,1.445111,0.23703504,-0.034270287
r18_3_TrROS_Hall,3.174611,1.4143051,0.046200037,-0.06507623
r18_3_TrROS_Hall,3.9626184,1.5105314,0.8342073,0.031150103
r18_3_TrROS_Hall,4.0012836,1.471867,0.8728726,-0.0075143576
r18_3_TrROS_Hall,3.3321993,1.4719083,0.20378828,-0.007472992
r18_3_TrROS_Hall,3.4814053,1.4750609,0.3529942,-0.004320383
r18_3_TrROS_Hall,4.634995,1.4349396,1.5065839,-0.0444417
r18_3_TrROS_Hall,4.230196,1.5029778,1.101785,0.023596525
r18_3_TrROS_Hall,3.7718236,1.4510438,0.6434126,-0.028337479
r18_3_TrROS_Hall,3.4056249,1.4584635,0.2772138,-0.020917773
r18_3_TrROS_Hall,3.7180374,1.3877565,0.5896263,-0.091624856
r18_3_TrROS_Hall,3.2514217,1.2526267,0.123010635,-0.22675467
r18_3_TrROS_Hall,2.3910055,1.0649571,-0.73740554,-0.41442418
r18_3_TrROS_Hall,3.4641175,1.2542082,0.33570647,-0.22517312
r18_3_TrROS_Hall,3.4651303,1.2440569,0.33671927,-0.23532438
r18_3_TrROS_Hall,2.7396183,0.9586194,-0.38879275,-0.5207619
r18_3_TrROS_Hall,3.805003,1.2774165,0.6765919,-0.20196486
r18_3_TrROS_Hall,3.5675783,1.2786111,0.43916726,-0.20077026
r18_3_TrROS_Hall,3.5946295,1.3241764,0.46621847,-0.15520489
r18_3_TrROS_Hall,3.7844555,1.2294337,0.6560445,-0.24994767
r18_3_TrROS_Hall,3.4170454,1.3587949,0.2886343,-0.120586395
r18_3_TrROS_Hall,3.2519746,1.0566056,0.12356353,-0.42277575
r18_3_TrROS_Hall,4.203537,1.4210044,1.0751259,-0.05837691
r18_3_TrROS_Hall,4.1451917,1.4709022,1.0167806,-0.008479118
r18_3_TrROS_Hall,3.4430652,1.530229,0.3146541,0.05084765
r18_3_TrROS_Hall,4.7137723,1.3121166,1.5853612,-0.1672647
r18_3_TrROS_Hall,4.338755,1.4519598,1.2103441,-0.027421474
r18_3_TrROS_Hall,4.5422115,1.3698164,1.4138005,-0.1095649
r18_3_TrROS_Hall,2.8992603,1.0923182,-0.22915077,-0.38706315
r18_3_TrROS_Hall,4.0466647,1.3472682,0.91825366,-0.1321131
r18_3_TrROS_Hall,3.174514,1.2893573,0.046103,-0.19002402
r18_3_TrROS_Hall,2.6623747,1.2328098,-0.46603632,-0.24657154
r18_3_TrROS_Hall,3.3381262,1.4576689,0.20971513,-0.021712422
r18_3_TrROS_Hall,3.491013,1.4564629,0.362602,-0.022918463
r18_3_TrROS_Hall,2.4932315,1.0438682,-0.6351795,-0.43551314
r18_3_TrROS_Hall,3.386541,1.3728442,0.25812984,-0.1065371
r18_3_TrROS_Hall,3.4564257,1.5082958,0.3280146,0.028914452
r18_3_TrROS_Hall,3.3950257,1.4381138,0.26661468,-0.041267514
r18_3_TrROS_Hall,3.1429331,1.2713628,0.014522076,-0.20801854
r18_3_TrROS_Hall,3.0700858,1.2625245,-0.05832529,-0.21685684
r18_3_TrROS_Hall,3.704135,1.3294201,0.5757239,-0.14996123
r18_3_TrROS_Hall,2.989884,1.444713,-0.13852715,-0.034668326
r18_3_TrROS_Hall,3.4488208,1.398353,0.32040977,-0.08102834
r18_3_TrROS_Hall,4.129409,1.1089783,1.0009978,-0.37040305
r18_3_TrROS_Hall,4.1668544,1.3836468,1.0384433,-0.09573448
r18_3_TrROS_Hall,3.971022,1.2202315,0.84261084,-0.2591498
r18_3_TrROS_Hall,2.2720945,1.2004389,-0.85631657,-0.27894247
r18_3_TrROS_Hall,3.7007911,1.1979383,0.57238007,-0.281443
r18_3_TrROS_Hall,1.4671581,0.39499164,-1.661253,-1.0843897
r18_3_TrROS_Hall,0.798523,-0.033805132,-2.329888,-1.5131865
r18_3_TrROS_Hall,1.3160338,-0.077382326,-1.8123772,-1.5567636
r18_3_TrROS_Hall,1.9673252,0.25183707,-1.1610858,-1.2275443
r18_3_TrROS_Hall,0.46184054,-0.76750493,-2.6665704,-2.2468863
r18_3_TrROS_Hall,1.8185092,0.43584186,-1.3099018,-1.0435395
r18_3_TrROS_Hall,1.7870932,0.7057231,-1.3413179,-0.7736582
r18_3_TrROS_Hall,1.724022,0.6627814,-1.404389,-0.8165999
r18_3_TrROS_Hall,1.5397063,0.25442636,-1.5887047,-1.224955
r18_3_TrROS_Hall,2.450187,1.0976582,-0.6782241,-0.38172317
r18_3_TrROS_Hall,1.8412298,0.6689452,-1.2871813,-0.8104361
r18_3_TrROS_Hall,3.2891572,1.207186,0.1607461,-0.27219534
r18_3_TrROS_Hall,3.767753,1.4870688,0.63934183,0.0076874495
r18_3_TrROS_Hall,2.985397,1.5499294,-0.14301395,0.07054806
r18_3_TrROS_Hall,3.196854,0.74878216,0.06844306,-0.73059916
r18_3_TrROS_Hall,3.638543,0.99979436,0.51013184,-0.47958696
r18_3_TrROS_Hall,3.6560042,1.0036138,0.52759314,-0.4757675
r18_3_TrROS_Hall,1.0340588,-0.108480036,-2.0943522,-1.5878613
r18_3_TrROS_Hall,2.8191001,1.0124865,-0.3093109,-0.46689487
r18_3_TrROS_Hall,2.8096998,1.2493169,-0.31871128,-0.23006439
r18_3_TrROS_Hall,2.3685603,1.2220466,-0.75985074,-0.2573347
r18_3_TrROS_Hall,3.1417723,1.4200284,0.013361216,-0.059352875
r18_3_TrROS_Hall,3.3363833,1.4148804,0.20797229,-0.06450093
r18_3_TrROS_Hall,2.1123075,0.9238026,-1.0161035,-0.5555787
r18_3_TrROS_Hall,3.8595562,1.3265717,0.73114514,-0.15280962
r18_3_TrROS_Hall,2.8854616,1.5773188,-0.24294949,0.097937465
r18_3_TrROS_Hall,2.9791615,1.4485756,-0.14924955,-0.030805707
r18_3_TrROS_Hall,2.8286703,1.2305671,-0.2997408,-0.24881423
r18_3_TrROS_Hall,2.629144,0.9630785,-0.4992671,-0.5163028
r18_3_TrROS_Hall,3.1294715,1.106829,0.0010604858,-0.37255228
r18_3_TrROS_Hall,3.1089468,1.373312,-0.019464254,-0.10606933
r18_3_TrROS_Hall,2.9561489,1.5827883,-0.17226219,0.103407025
r18_3_TrROS_Hall,3.0492878,1.5426805,-0.07912326,0.06329918
r18_3_TrROS_Hall,3.6156406,0.9369321,0.4872296,-0.54244924
r18_3_TrROS_Hall,4.011312,1.296086,0.88290095,-0.18329537
r18_3_TrROS_Hall,3.7436788,1.1839494,0.61526775,-0.29543197
r18_3_TrROS_Hall,1.5101559,0.5669583,-1.6182551,-0.912423
r18_3_TrROS_Hall,3.2271078,0.9448966,0.09869671,-0.53448474
r18_3_TrROS_Hall,1.2201341,0.27595752,-1.9082769,-1.2034237
r18_3_TrROS_Hall,0.0011275277,-0.30971563,-3.1272836,-1.789097
r18_3_TrROS_Hall,0.80681944,-0.39987463,-2.3215916,-1.879256
r18_3_TrROS_Hall,1.7480993,0.34649962,-1.3803117,-1.1328816
r18_3_TrROS_Hall,-0.8009072,-1.2117697,-3.9293182,-2.6911511
r18_3_TrROS_Hall,1.3213785,0.1953556,-1.8070326,-1.2840257
r18_3_TrROS_Hall,0.96118855,0.40373278,-2.1672225,-1.0756485
r18_3_TrROS_Hall,1.7309852,0.71620476,-1.3974259,-0.76317656
r18_3_TrROS_Hall,1.4285529,0.22756666,-1.6998582,-1.2518146
r18_3_TrROS_Hall,2.852519,0.98512995,-0.27589202,-0.49425137
r18_3_TrROS_Hall,1.6179861,0.73742104,-1.510425,-0.7419603
r18_3_TrROS_Hall,3.3155067,1.0990523,0.18709564,-0.380329
r18_3_TrROS_Hall,3.4308894,1.3787581,0.3024783,-0.10062325
r18_3_TrROS_Hall,3.1003451,1.450748,-0.02806592,-0.028633356
r18_3_TrROS_Hall,3.7956152,0.7870071,0.66720414,-0.6923742
r18_3_TrROS_Hall,3.825341,0.8579475,0.69692993,-0.6214338
r18_3_TrROS_Hall,4.220981,1.1947625,1.0925701,-0.28461885
r18_3_TrROS_Hall,0.7195778,-0.42744064,-2.4088333,-1.906822
r18_3_TrROS_Hall,2.8626976,1.0841985,-0.26571345,-0.39518285
r18_3_TrROS_Hall,2.767404,1.4714046,-0.36100698,-0.00797677
r18_3_TrROS_Hall,1.9306129,1.4317147,-1.1977981,-0.04766667
r18_3_TrROS_Hall,2.5649204,1.5951897,-0.5634906,0.11580837
r18_3_TrROS_Hall,2.8255475,1.5484173,-0.3028636,0.06903601
r18_3_TrROS_Hall,1.8214577,1.3772826,-1.3069533,-0.1020987
r18_3_TrROS_Hall,3.8290513,1.5206047,0.7006402,0.041223407
r18_3_TrROS_Hall,3.4414506,1.615365,0.31303954,0.1359837
r18_3_TrROS_Hall,2.9596183,1.5798987,-0.16879272,0.10051739
r18_3_TrROS_Hall,2.8159292,1.4485539,-0.31248188,-0.030827403
r18_3_TrROS_Hall,2.569363,1.298995,-0.55904794,-0.1803863
r18_3_TrROS_Hall,2.9597635,1.4263682,-0.16864753,-0.053013086
r18_3_TrROS_Hall,2.5138018,1.4735571,-0.61460924,-0.0058242083
r18_3_TrROS_Hall,3.0783591,1.5670211,-0.050051928,0.08763981
r18_3_TrROS_Hall,3.352835,1.5526689,0.22442389,0.073287606
r18_3_TrROS_Hall,3.5557437,1.2755344,0.42733264,-0.20384693
r18_3_TrROS_Hall,3.2712407,1.4270104,0.14282966,-0.052370906
r18_3_TrROS_Hall,3.219696,1.3735821,0.09128499,-0.1057992
r18_3_TrROS_Hall,0.4581652,1.0445015,-2.670246,-0.43487978
r18_3_TrROS_Hall,3.0143652,1.3748341,-0.11404586,-0.10454726
r18_3_TrROS_Hall,1.8343029,1.2090625,-1.2941082,-0.27031887
r18_3_TrROS_Hall,0.73154336,1.1217494,-2.3968678,-0.35763192
r18_3_TrROS_Hall,1.6783409,1.1212298,-1.4500701,-0.35815156
r18_3_TrROS_Hall,2.8788269,1.246437,-0.2495842,-0.23294437
r18_3_TrROS_Hall,1.0508403,1.0199326,-2.077571,-0.4594487
r18_3_TrROS_Hall,1.717261,1.2810731,-1.4111501,-0.19830823
r18_3_TrROS_Hall,1.5802178,1.2210915,-1.5481932,-0.2582898
r18_3_TrROS_Hall,3.1444685,1.2639626,0.016057491,-0.2154187
r18_3_TrROS_Hall,3.6354945,1.2862678,0.5070834,-0.19311357
r18_3_TrROS_Hall,3.3176112,1.4044073,0.18920016,-0.07497406
r18_3_TrROS_Hall,3.7552671,1.4058844,0.6268561,-0.07349694
r18_3_TrROS_Hall,3.7615995,1.4163104,0.6331885,-0.06307089
r18_3_TrROS_Hall,3.5157278,1.4553534,0.3873167,-0.024027944
r18_3_TrROS_Hall,3.0545802,1.4703445,-0.07383084,-0.009036779
r18_3_TrROS_Hall,3.3610165,1.2731267,0.23260546,-0.2062546
r18_3_TrROS_Hall,3.7501497,1.4110932,0.6217387,-0.06828809
r18_3_TrROS_Hall,3.6580963,1.4709206,0.52968526,-0.00846076
r18_3_TrROS_Hall,1.757049,0.66652805,-1.3713621,-0.8128533
r18_3_TrROS_Hall,3.1254814,1.1587124,-0.0029296875,-0.32066894
r18_3_TrROS_Hall,3.1067278,1.6137036,-0.021683216,0.13432229
r18_3_TrROS_Hall,2.6217415,1.6741785,-0.5066695,0.19479716
r18_3_TrROS_Hall,3.0468264,1.4872694,-0.08158469,0.007888079
r18_3_TrROS_Hall,3.0151954,1.5995587,-0.113215685,0.12017739
r18_3_TrROS_Hall,2.0708835,1.4818856,-1.0575275,0.0025042295
r18_3_TrROS_Hall,3.0972455,1.5995343,-0.0311656,0.12015295
r18_3_TrROS_Hall,2.7978647,1.5342014,-0.33054638,0.05482006
r18_3_TrROS_Hall,3.1649332,1.6730205,0.03652215,0.19363916
r18_3_TrROS_Hall,3.1398003,1.6549968,0.0113892555,0.17561543
r18_3_TrROS_Hall,2.8654356,1.5866445,-0.26297545,0.10726321
r18_3_TrROS_Hall,2.8485684,1.277375,-0.27984262,-0.20200634
r18_3_TrROS_Hall,3.2728856,1.6055083,0.1444745,0.126127
r18_3_TrROS_Hall,3.3178844,1.515886,0.18947339,0.036504626
r18_3_TrROS_Hall,3.3100789,1.6821933,0.1816678,0.20281196
r18_3_TrROS_Hall,3.1563926,1.6763779,0.02798152,0.19699657
r18_3_TrROS_Hall,3.4257739,1.5156825,0.2973628,0.036301136
r18_3_TrROS_Hall,1.4466901,1.0914757,-1.681721,-0.3879056
r18_3_TrROS_Hall,3.169323,1.313464,0.040911913,-0.16591728
r18_3_TrROS_Hall,3.3294888,1.4006493,0.2010777,-0.07873201
r18_3_TrROS_Hall,2.9082458,1.3782067,-0.22016525,-0.10117459
r18_3_TrROS_Hall,3.4192064,1.3728083,0.29079533,-0.106572986
r18_3_TrROS_Hall,2.908031,1.4880058,-0.22038007,0.0086244345
r18_3_TrROS_Hall,3.3993928,1.430036,0.2709818,-0.049345374
r18_3_TrROS_Hall,3.7466924,1.4082532,0.61828136,-0.07112813
r18_3_TrROS_Hall,3.2345028,1.3528259,0.10609174,-0.12655544
r18_3_TrROS_Hall,3.434291,1.3732071,0.30587983,-0.10617423
r18_3_TrROS_Hall,3.3701978,1.4521555,0.24178672,-0.027225852
r18_3_TrROS_Hall,2.5620544,1.5040557,-0.56635666,0.024674416
r18_3_TrROS_Hall,3.2354717,1.3701051,0.10706067,-0.109276175
r18_3_TrROS_Hall,2.889931,1.3575075,-0.23848009,-0.121873856
r18_3_TrROS_Hall,3.3010244,1.4382943,0.17261338,-0.04108703
r18_3_TrROS_Hall,3.3980377,1.4080167,0.26962662,-0.07136464
r18_3_TrROS_Hall,3.2091806,1.3121296,0.08076954,-0.1672517
r18_3_TrROS_Hall,2.903149,1.2862059,-0.22526217,-0.19317544
r18_3_TrROS_Hall,3.08175,1.2781641,-0.04666114,-0.20121717
r18_3_TrROS_Hall,2.7166264,1.2356395,-0.41178465,-0.24374187
r18_3_TrROS_Hall,3.8311453,1.1926686,0.70273423,-0.28671277
r18_3_TrROS_Hall,3.7344055,1.5980386,0.60599446,0.11865723
r18_3_TrROS_Hall,3.540728,1.609197,0.41231704,0.1298157
r18_3_TrROS_Hall,3.6967716,1.5588349,0.56836057,0.07945359
r18_3_TrROS_Hall,3.7031977,1.659033,0.57478666,0.17965162
r18_3_TrROS_Hall,3.2197487,1.6829797,0.09133768,0.20359838
r18_3_TrROS_Hall,4.0311813,1.5528461,0.9027703,0.07346475
r18_3_TrROS_Hall,3.8387659,1.5307229,0.7103548,0.051341534
r18_3_TrROS_Hall,3.7230535,1.5147943,0.5946424,0.035413027
r18_3_TrROS_Hall,3.7283685,1.5608989,0.59995747,0.08151758
r18_3_TrROS_Hall,3.850692,1.4787335,0.722281,-0.0006477833
r18_3_TrROS_Hall,3.9042842,1.6859229,0.7758732,0.20654154
r18_3_TrROS_Hall,4.1673026,1.611397,1.0388916,0.1320157
r18_3_TrROS_Hall,4.3111744,1.5224906,1.1827633,0.043109298
r18_3_TrROS_Hall,3.6401768,1.5355052,0.5117657,0.056123853
r18_3_TrROS_Hall,3.9766927,1.5273479,0.8482816,0.0479666
r18_3_TrROS_Hall,4.0079784,1.522598,0.8795674,0.043216705
r18_3_TrROS_Hall,4.15477,1.5657171,1.0263588,0.08633578
r18_3_TrROS_Hall,3.913961,1.5196875,0.7855499,0.04030621
r18_3_TrROS_Hall,4.0528564,1.4634438,0.9244454,-0.015937567
r18_3_TrROS_Hall,3.150069,1.4424945,0.021657944,-0.03688681
r18_3_TrROS_Hall,3.511673,1.293152,0.38326192,-0.18622935
r18_3_TrROS_Hall,3.7042642,1.4830724,0.5758531,0.0036910772
r18_3_TrROS_Hall,3.5177085,1.369304,0.3892975,-0.11007738
r18_3_TrROS_Hall,3.935,1.404455,0.8065889,-0.07492638
r18_3_TrROS_Hall,3.761358,1.4149905,0.63294697,-0.06439078
r18_3_TrROS_Hall,3.5254493,1.3290335,0.39703822,-0.15034783
r18_3_TrROS_Hall,3.7520058,1.2850785,0.62359476,-0.1943028
r18_3_TrROS_Hall,3.5483756,1.324708,0.41996455,-0.15467334
r18_3_TrROS_Hall,3.257733,1.2318907,0.12932205,-0.24749064
r18_3_TrROS_Hall,3.8110886,1.5428624,0.6826775,0.06348109
r18_3_TrROS_Hall,3.6730244,1.3843288,0.54461336,-0.09505248
r18_3_TrROS_Hall,3.4135466,1.375986,0.2851355,-0.10339534
r18_3_TrROS_Hall,3.6811075,1.3524431,0.55269647,-0.12693822
r18_3_TrROS_Hall,4.078117,1.1533947,0.94970584,-0.32598662
r18_3_TrROS_Hall,3.8945453,1.3321661,0.76613426,-0.14721525
r18_3_TrROS_Hall,4.1033487,1.2061983,0.9749377,-0.273183
r18_3_TrROS_Hall,3.1833432,1.117547,0.054932117,-0.3618343
r18_3_TrROS_Hall,3.463271,1.4357314,0.33485985,-0.043649912
r18_3_TrROS_Hall,3.1415205,1.4644818,0.013109446,-0.014899492
r18_3_TrROS_Hall,2.9036283,1.502457,-0.2247827,0.0230757
r18_3_TrROS_Hall,3.5295758,1.4283952,0.40116477,-0.05098617
r18_3_TrROS_Hall,3.114412,1.6340842,-0.013998985,0.1547029
r18_3_TrROS_Hall,3.1829178,1.577645,0.05450678,0.09826362
r18_3_TrROS_Hall,3.762358,1.446955,0.6339469,-0.032426357
r18_3_TrROS_Hall,3.299726,1.482572,0.17131495,0.0031906366
r18_3_TrROS_Hall,3.4237132,1.5122879,0.29530215,0.032906532
