protein,deltaG,pred_deltaG,ddG,pred_ddG
2KXD,4.3007264,-2.6242867,0.24319696,0.04729438
2KXD,3.9550445,-2.2384734,-0.10248494,0.4331076
2KXD,4.8863235,-2.832212,0.828794,-0.16063094
2KXD,4.347411,-2.5740733,0.2898817,0.097507715
2KXD,4.6582937,-2.852819,0.6007643,-0.18123794
2KXD,4.603293,-2.6245031,0.5457635,0.047077894
2KXD,4.2506847,-2.6854515,0.19315529,-0.013870478
2KXD,4.9155793,-2.4721935,0.85804987,0.19938755
2KXD,4.7189884,-2.6512718,0.66145897,0.02030921
2KXD,4.7983513,-2.5588589,0.74082184,0.11272216
2KXD,3.931097,-2.8591013,-0.12643242,-0.18752027
2KXD,4.602095,-2.3589458,0.5445657,0.31263518
2KXD,4.494173,-2.3425128,0.4366436,0.32906818
2KXD,4.9278064,-2.3676805,0.8702769,0.30390048
2KXD,4.222304,-2.4327025,0.16477442,0.23887849
2KXD,4.153719,-2.3920166,0.0961895,0.27956438
2KXD,4.257937,-2.313687,0.2004075,0.35789394
2KXD,4.6388106,-2.6750166,0.5812812,-0.0034356117
2KXD,4.374469,-2.228817,0.31693935,0.44276404
2KXD,3.93447,-3.410356,-0.12305951,-0.738775
2KXD,2.9938414,-3.5699353,-1.063688,-0.8983543
2KXD,3.570331,-3.1483402,-0.48719835,-0.4767592
2KXD,3.9463093,-3.0185323,-0.11122012,-0.34695125
2KXD,4.0580244,-3.135025,0.00049495697,-0.463444
2KXD,4.184018,-3.099063,0.12648869,-0.4274819
2KXD,3.602051,-3.3945491,-0.45547843,-0.7229681
2KXD,3.2678437,-3.3313556,-0.7896857,-0.65977454
2KXD,1.9388777,-3.9078112,-2.1186519,-1.2362301
2KXD,4.422821,-2.8937974,0.3652916,-0.22221637
2KXD,4.061796,-2.8066099,0.004266739,-0.13502884
2KXD,3.9706821,-2.684442,-0.086847305,-0.012861013
2KXD,4.268157,-2.7353792,0.21062756,-0.06379819
2KXD,4.4782014,-2.6707697,0.42067194,0.0008113384
2KXD,4.4663773,-2.6518872,0.4088478,0.019693851
2KXD,1.1083192,-3.5363312,-2.9492102,-0.86475015
2KXD,3.5106924,-2.757877,-0.5468371,-0.08629608
2KXD,0.70312715,-4.497802,-3.3544023,-1.8262208
2KXD,1.6889037,-3.5078874,-2.3686256,-0.83630633
2KXD,1.4249322,-3.6975727,-2.6325972,-1.0259917
2KXD,1.3443912,-4.105292,-2.713138,-1.4337108
2KXD,4.570789,-3.157915,0.5132594,-0.4863341
2KXD,4.6568594,-4.040148,0.59932995,-1.3685668
2KXD,2.433785,-2.955646,-1.6237445,-0.284065
2KXD,4.1509886,-2.7311375,0.09345913,-0.059556484
2KXD,3.3387945,-2.7841134,-0.718735,-0.11253238
2KXD,3.194433,-2.915882,-0.8630965,-0.24430108
2KXD,3.7577317,-2.4835355,-0.29979777,0.1880455
2KXD,3.0687754,-2.6106367,-0.98875403,0.06094432
2KXD,4.178928,-2.8195565,0.12139845,-0.14797544
2KXD,4.0866485,-3.2251573,0.029119015,-0.55357623
2KXD,4.4108186,-3.1348927,0.35328913,-0.46331167
2KXD,1.4685642,-3.8795614,-2.5889654,-1.2079804
2KXD,2.3932545,-3.30493,-1.6642749,-0.63334894
2KXD,0.540383,-4.052724,-3.5171466,-1.3811429
2KXD,3.8515525,-3.055081,-0.20597696,-0.38349986
2KXD,3.3443365,-3.2646174,-0.71319294,-0.5930364
2KXD,3.2427456,-3.1992724,-0.8147838,-0.52769136
2KXD,2.5182283,-3.6437817,-1.5393012,-0.97220063
2KXD,2.7800121,-3.4006376,-1.2775173,-0.7290566
2KXD,1.6056874,-4.194871,-2.451842,-1.5232899
2KXD,4.8534045,-2.8218317,0.7958751,-0.15025067
2KXD,4.949434,-2.6506612,0.89190435,0.0209198
2KXD,3.0430143,-2.9250927,-1.0145152,-0.25351167
2KXD,3.763069,-2.816032,-0.29446054,-0.1444509
2KXD,3.7665184,-2.8807352,-0.2910111,-0.20915413
2KXD,3.509144,-2.7293184,-0.5483854,-0.05773735
2KXD,-0.113097824,-4.6286583,-4.170627,-1.9570773
2KXD,-0.041504305,-4.1146393,-4.099034,-1.4430583
2KXD,0.10710328,-4.2469106,-3.950426,-1.5753295
2KXD,2.2784674,-3.5164814,-1.779062,-0.84490037
2KXD,2.8797936,-3.6629958,-1.1777358,-0.9914148
2KXD,2.1447668,-3.8678393,-1.9127626,-1.1962583
2KXD,2.1194494,-3.3036866,-1.9380801,-0.6321056
2KXD,2.0273395,-3.3483853,-2.03019,-0.6768043
2KXD,3.7968624,-3.0217857,-0.2606671,-0.3502047
2KXD,1.5918233,-3.4497175,-2.465706,-0.7781365
2KXD,0.7970363,-4.4285827,-3.2604933,-1.7570016
2KXD,0.3703028,-4.465784,-3.6872268,-1.794203
2KXD,0.8715799,-3.8816016,-3.1859496,-1.2100205
2KXD,3.9725032,-2.984364,-0.085026264,-0.312783
2KXD,2.4178488,-3.4631138,-1.6396806,-0.79153275
2KXD,2.5901613,-3.5437365,-1.4673681,-0.8721554
2KXD,1.7718723,-3.7050276,-2.2856572,-1.0334466
2KXD,1.5230538,-3.5200834,-2.5344758,-0.8485024
2KXD,0.9446525,-3.9639134,-3.112877,-1.2923324
2KXD,2.1172683,-3.4175644,-1.9402611,-0.74598336
2KXD,2.4005826,-3.4181716,-1.6569469,-0.7465906
2KXD,2.2850528,-3.3514824,-1.7724767,-0.67990136
2KXD,1.843684,-3.6329055,-2.2138455,-0.96132445
2KXD,2.1516373,-3.402865,-1.9058921,-0.7312839
2KXD,0.9762858,-4.0000024,-3.0812435,-1.3284214
2KXD,3.921074,-2.9037514,-0.13645554,-0.23217034
2KXD,3.43618,-2.9950929,-0.62134933,-0.32351184
2KXD,4.1601114,-2.8518028,0.10258198,-0.1802218
2KXD,1.7564116,-3.2444415,-2.301118,-0.5728605
2KXD,1.8737743,-3.1241736,-2.1837552,-0.4525926
2KXD,1.8993267,-3.0736194,-2.1582026,-0.40203834
2KXD,3.0339463,-2.9479315,-1.0235832,-0.2763505
2KXD,2.5994143,-2.9554849,-1.4581151,-0.28390384
2KXD,2.7469156,-3.0452914,-1.3106139,-0.3737104
2KXD,2.3474844,-3.2041383,-1.7100451,-0.53255725
2KXD,3.589031,-2.8261065,-0.46849847,-0.15452552
2KXD,1.9231582,-3.2214482,-2.1343713,-0.54986715
2KXD,3.2591581,-2.8444834,-0.7983713,-0.17290235
2KXD,2.992626,-3.0014172,-1.0649035,-0.32983613
2KXD,2.2797246,-2.8538709,-1.7778049,-0.18228984
2KXD,2.3661885,-3.0051122,-1.6913409,-0.33353114
2KXD,2.729279,-2.8431134,-1.3282504,-0.17153239
2KXD,1.3209461,-3.3220825,-2.7365832,-0.6505015
2KXD,2.8983216,-2.8773847,-1.1592078,-0.20580363
2KXD,2.652733,-2.8383307,-1.4047964,-0.16674972
2KXD,2.854223,-2.729253,-1.2033064,-0.057672024
2KXD,2.4274063,-2.8152494,-1.6301231,-0.14366841
2KXD,4.649418,-2.8749356,0.5918884,-0.2033546
2KXD,2.8134298,-2.5972896,-1.2440996,0.07429147
2KXD,2.3292978,-3.1509433,-1.7282317,-0.47936225
2KXD,2.9815314,-2.8814058,-1.0759981,-0.2098248
2KXD,3.5135527,-2.8800783,-0.5439768,-0.20849729
2KXD,2.8662975,-3.151526,-1.191232,-0.47994494
2KXD,1.8042768,-3.1919518,-2.2532525,-0.5203707
2KXD,2.4678416,-3.3113294,-1.5896878,-0.63974833
2KXD,3.2723026,-3.0031972,-0.7852268,-0.33161616
2KXD,3.6999435,-2.9236574,-0.3575859,-0.2520764
2KXD,3.1280632,-2.9944587,-0.92946625,-0.32287765
2KXD,3.2583303,-3.2355168,-0.7991991,-0.56393576
2KXD,2.0511544,-3.2313626,-2.006375,-0.55978155
2KXD,1.6175344,-3.292559,-2.439995,-0.6209779
2KXD,0.9585307,-3.4260497,-3.0989988,-0.7544687
2KXD,2.0875542,-3.4921274,-1.9699752,-0.8205464
2KXD,2.2271876,-3.5494738,-1.8303418,-0.87789273
2KXD,2.3370955,-3.5009398,-1.720434,-0.8293588
2KXD,3.107362,-2.9885712,-0.9501674,-0.31699014
2KXD,2.4419293,-2.7253428,-1.6156001,-0.05376172
2KXD,0.91995984,-3.9891143,-3.1375697,-1.3175333
2KXD,0.9132921,-4.15202,-3.1442373,-1.480439
2KXD,3.032157,-3.629014,-1.0253725,-0.957433
2KXD,1.4043998,-3.74852,-2.6531296,-1.0769389
2KXD,1.3867918,-3.9687345,-2.6707377,-1.2971535
2KXD,1.4140521,-3.9225912,-2.6434774,-1.2510102
2KXD,1.3858721,-4.097646,-2.6716573,-1.4260652
2KXD,0.6918636,-3.7854571,-3.365666,-1.1138761
2KXD,-0.63219863,-4.0196705,-4.6897283,-1.3480895
2KXD,1.892142,-3.3148623,-2.1653874,-0.6432812
2KXD,2.3690448,-3.1928582,-1.6884847,-0.5212772
2KXD,1.3806558,-3.1910925,-2.6768737,-0.51951146
2KXD,2.0488088,-3.1517038,-2.0087206,-0.4801228
2KXD,3.6322117,-2.914997,-0.42531776,-0.24341607
2KXD,1.317882,-3.251402,-2.7396474,-0.5798209
2KXD,4.456961,-2.7040224,0.3994317,-0.032441378
2KXD,4.7568974,-2.8371284,0.699368,-0.16554737
2KXD,4.097155,-2.8096046,0.039625645,-0.13802361
2KXD,4.4871483,-2.8064432,0.42961884,-0.13486218
2KXD,4.8042936,-2.7831306,0.7467642,-0.111549616
2KXD,4.645923,-2.9223676,0.5883937,-0.25078654
2KXD,4.7976723,-3.134679,0.7401428,-0.46309805
2KXD,4.138128,-2.8285704,0.080598354,-0.15698934
2KXD,4.537279,-2.7829754,0.47974968,-0.111394405
2KXD,4.6900992,-2.6983058,0.6325698,-0.026724815
2KXD,4.6720605,-2.7189856,0.61453104,-0.047404528
2KXD,4.379511,-2.7657304,0.32198143,-0.09414935
2KXD,4.9688506,-2.775122,0.91132116,-0.1035409
2KXD,4.1356254,-2.7862887,0.07809591,-0.11470771
2KXD,4.4180145,-2.766581,0.36048508,-0.09500003
2KXD,4.224326,-2.8878498,0.16679668,-0.21626878
2KXD,4.5095625,-2.7963562,0.45203304,-0.12477517
2KXD,4.3056045,-2.7919629,0.24807501,-0.12038183
2KXD,4.1206446,-2.8622093,0.06311512,-0.19062829
2KXD,4.646526,-2.8427424,0.5889964,-0.17116141
2KXD,4.9156117,-2.7863836,0.8580823,-0.1148026
2KXD,4.13743,-2.7372804,0.07990074,-0.06569934
2KXD,3.997211,-2.788295,-0.06031847,-0.116714
2KXD,4.493563,-2.7330046,0.43603373,-0.06142354
2KXD,4.0028133,-2.747409,-0.05471611,-0.075828075
2KXD,4.094404,-2.8449576,0.03687477,-0.17337656
2KXD,3.9820936,-2.7724,-0.07543588,-0.10081887
2KXD,4.110467,-2.7751129,0.052937508,-0.10353184
2KXD,3.8980055,-2.7537098,-0.15952396,-0.08212876
2KXD,4.61348,-2.7049432,0.55595064,-0.03336215
2KXD,4.943055,-2.7695522,0.8855257,-0.0979712
2KXD,4.610575,-2.729109,0.55304575,-0.05752802
2KXD,4.8215365,-2.7447863,0.7640071,-0.07320523
2KXD,4.9125586,-2.7284505,0.8550291,-0.056869507
2KXD,4.9223638,-2.741543,0.8648343,-0.069962025
2KXD,4.6022015,-2.713891,0.544672,-0.04231
2KXD,4.8336244,-2.5667462,0.7760949,0.104834795
2KXD,4.474189,-2.5181563,0.41665936,0.15342474
2KXD,4.5725536,-2.5886374,0.5150242,0.08294368
2KXD,4.2480516,-2.5362368,0.1905222,0.13534427
2KXD,4.4517183,-2.797007,0.39418888,-0.12542605
2KXD,4.525596,-2.7605305,0.4680667,-0.08894944
2KXD,4.2743554,-2.6501403,0.21682596,0.021440744
2KXD,4.5362797,-2.5435865,0.47875023,0.12799454
HHH_rd1_0142,3.60552,-1.4097698,0.0,0.0
HHH_rd1_0142,3.2968245,-1.4097698,-0.30869555,0.0
HHH_rd1_0142,3.213397,-1.4097698,-0.39212298,0.0
HHH_rd1_0142,3.205563,-1.4097698,-0.39995694,0.0
HHH_rd1_0142,3.3286781,-1.4097698,-0.27684188,0.0
HHH_rd1_0142,3.5323648,-1.4156768,-0.073155165,-0.0059070587
HHH_rd1_0142,3.4931276,-1.3884788,-0.112392426,0.021291018
HHH_rd1_0142,3.4950535,-1.4195995,-0.11046648,-0.00982976
HHH_rd1_0142,3.433285,-1.4391454,-0.17223501,-0.029375672
HHH_rd1_0142,3.467987,-1.4725775,-0.13753295,-0.06280768
HHH_rd1_0142,3.5725014,-1.3414401,-0.03301859,0.06832969
HHH_rd1_0142,3.466659,-1.5561262,-0.13886094,-0.14635646
HHH_rd1_0142,3.5457387,-1.4612786,-0.059781313,-0.051508784
HHH_rd1_0142,3.5629153,-1.4485289,-0.042604685,-0.038759112
HHH_rd1_0142,3.4501925,-1.5132382,-0.15532756,-0.10346842
HHH_rd1_0142,3.5075502,-1.066669,-0.09796977,0.3431008
HHH_rd1_0142,3.4901245,-1.4073783,-0.115395546,0.0023914576
HHH_rd1_0142,3.4034905,-1.4716268,-0.20202947,-0.061856985
HHH_rd1_0142,3.395375,-1.3885728,-0.210145,0.021196961
HHH_rd1_0142,3.174706,-1.2908309,-0.43081403,0.11893892
HHH_rd1_0142,3.2967756,-1.5225924,-0.30874443,-0.11282265
HHH_rd1_0142,3.4830391,-1.4824305,-0.12248087,-0.072660685
HHH_rd1_0142,3.4514983,-1.4423349,-0.15402174,-0.032565117
HHH_rd1_0142,3.335024,-1.3281703,-0.2704959,0.081599474
HHH_rd1_0142,3.4777336,-1.4225993,-0.1277864,-0.012829542
HHH_rd1_0142,3.4888906,-1.3725522,-0.11662936,0.037217617
HHH_rd1_0142,3.5157561,-1.2381084,-0.08976388,0.17166138
HHH_rd1_0142,3.4948523,-1.4035555,-0.110667706,0.006214261
HHH_rd1_0142,3.4370136,-1.2110059,-0.16850638,0.19876385
HHH_rd1_0142,3.6467788,-1.3872514,0.041258812,0.022518396
HHH_rd1_0142,3.5068526,-1.369323,-0.09866738,0.04044676
HHH_rd1_0142,3.557223,-1.3497517,-0.04829693,0.060018063
HHH_rd1_0142,3.572217,-1.5202979,-0.033303022,-0.11052811
HHH_rd1_0142,3.5537205,-1.5008818,-0.051799536,-0.09111202
HHH_rd1_0142,3.6553092,-1.5427892,0.04978919,-0.13301945
HHH_rd1_0142,3.701184,-1.5603625,0.095664024,-0.15059268
HHH_rd1_0142,3.6702683,-1.7042699,0.06474829,-0.2945001
HHH_rd1_0142,3.6565626,-1.6173034,0.051042557,-0.2075336
HHH_rd1_0142,3.5156505,-1.4472449,-0.0898695,-0.03747511
HHH_rd1_0142,3.448854,-1.4079485,-0.15666604,0.0018212795
HHH_rd1_0142,3.5041738,-1.5619909,-0.101346254,-0.15222108
HHH_rd1_0142,3.3967516,-1.5199438,-0.20876837,-0.11017406
HHH_rd1_0142,2.6398873,-1.8349899,-0.9656327,-0.42522013
HHH_rd1_0142,2.66493,-1.9369787,-0.9405899,-0.5272089
HHH_rd1_0142,2.923034,-1.6632934,-0.68248606,-0.2535236
HHH_rd1_0142,3.041741,-1.6058495,-0.5637791,-0.19607973
HHH_rd1_0142,2.628517,-1.6686383,-0.9770031,-0.25886858
HHH_rd1_0142,3.0202146,-1.9207492,-0.58530545,-0.5109794
HHH_rd1_0142,2.824312,-1.8708744,-0.78120804,-0.46110463
HHH_rd1_0142,2.483331,-1.7825603,-1.122189,-0.37279058
HHH_rd1_0142,2.5193222,-1.8820972,-1.0861979,-0.47232747
HHH_rd1_0142,2.850198,-1.7967467,-0.755322,-0.38697696
HHH_rd1_0142,2.333908,-2.1549108,-1.2716119,-0.745141
HHH_rd1_0142,3.0685024,-1.7468306,-0.5370176,-0.3370608
HHH_rd1_0142,3.025091,-1.3819813,-0.5804291,0.02778852
HHH_rd1_0142,2.624149,-1.6357862,-0.9813709,-0.2260164
HHH_rd1_0142,2.7957778,-1.4846189,-0.8097422,-0.07484913
HHH_rd1_0142,3.2560952,-1.4463546,-0.34942484,-0.036584854
HHH_rd1_0142,3.2616234,-1.530638,-0.34389663,-0.120868206
HHH_rd1_0142,2.5848498,-1.6794413,-1.0206702,-0.26967156
HHH_rd1_0142,2.6039605,-1.4887509,-1.0015595,-0.07898116
HHH_rd1_0142,3.618769,-1.4536996,0.01324892,-0.043929815
HHH_rd1_0142,3.276627,-1.5693121,-0.32889295,-0.15954232
HHH_rd1_0142,3.3335483,-1.4823945,-0.2719717,-0.07262468
HHH_rd1_0142,3.5614812,-1.4547942,-0.044038773,-0.045024395
HHH_rd1_0142,3.65443,-1.4999651,0.048909903,-0.0901953
HHH_rd1_0142,3.4205146,-1.5122548,-0.18500543,-0.10248506
HHH_rd1_0142,3.2462547,-1.76246,-0.35926533,-0.35269022
HHH_rd1_0142,3.1901991,-1.6157913,-0.41532087,-0.20602155
HHH_rd1_0142,3.596475,-1.5498197,-0.009045124,-0.14004993
HHH_rd1_0142,3.299621,-1.712469,-0.3058989,-0.3026992
HHH_rd1_0142,3.2610276,-1.6351328,-0.34449244,-0.22536302
HHH_rd1_0142,3.3223035,-1.5044883,-0.28321648,-0.094718575
HHH_rd1_0142,3.069834,-1.770139,-0.535686,-0.3603692
HHH_rd1_0142,3.1784232,-1.6282803,-0.42709684,-0.21851051
HHH_rd1_0142,3.5243285,-1.3512443,-0.08119154,0.058525443
HHH_rd1_0142,3.2625058,-1.4580239,-0.34301424,-0.048254132
HHH_rd1_0142,3.3687222,-1.5841755,-0.23679781,-0.1744057
HHH_rd1_0142,2.775282,-1.5922483,-0.8302381,-0.18247855
HHH_rd1_0142,3.0081995,-1.4207064,-0.59732056,-0.010936618
HHH_rd1_0142,3.4269097,-1.3876145,-0.17861032,0.022155285
HHH_rd1_0142,2.7906754,-1.5881215,-0.8148446,-0.17835176
HHH_rd1_0142,2.8174202,-1.3280905,-0.78809977,0.081679225
HHH_rd1_0142,3.3716128,-1.5675175,-0.23390722,-0.15774775
HHH_rd1_0142,2.970183,-1.4311965,-0.6353371,-0.021426678
HHH_rd1_0142,3.2184162,-1.3884885,-0.3871038,0.021281242
HHH_rd1_0142,2.9315538,-1.6913608,-0.67396617,-0.28159106
HHH_rd1_0142,2.8305728,-1.5256064,-0.77494717,-0.11583662
HHH_rd1_0142,3.073509,-1.3659126,-0.53201103,0.043857217
HHH_rd1_0142,2.775002,-1.6750429,-0.830518,-0.2652731
HHH_rd1_0142,3.0714962,-1.3264477,-0.53402376,0.08332205
HHH_rd1_0142,3.279985,-1.2646745,-0.32553506,0.14509523
HHH_rd1_0142,3.1550212,-1.5600407,-0.45049882,-0.15027094
HHH_rd1_0142,3.2432313,-1.4103911,-0.3622887,-0.0006213188
HHH_rd1_0142,3.0152576,-1.1986876,-0.5902624,0.21108222
HHH_rd1_0142,2.954553,-1.1192622,-0.6509671,0.29050756
HHH_rd1_0142,2.794542,-1.2475969,-0.81097794,0.16217291
HHH_rd1_0142,2.423981,-1.578456,-1.181539,-0.16868627
HHH_rd1_0142,3.364986,-1.1577604,-0.24053407,0.2520094
HHH_rd1_0142,2.2511716,-1.8528081,-1.3543484,-0.44303834
HHH_rd1_0142,1.6798965,-2.221464,-1.9256235,-0.81169415
HHH_rd1_0142,0.755225,-2.0744734,-2.850295,-0.6647036
HHH_rd1_0142,1.2654681,-2.0008223,-2.340052,-0.59105253
HHH_rd1_0142,0.6779454,-2.368681,-2.9275746,-0.9589112
HHH_rd1_0142,1.3639517,-2.029926,-2.2415683,-0.6201563
HHH_rd1_0142,1.7668599,-2.1327283,-1.8386601,-0.72295856
HHH_rd1_0142,2.3688374,-1.7836387,-1.2366827,-0.37386894
HHH_rd1_0142,1.7748435,-1.9835014,-1.8306766,-0.57373166
HHH_rd1_0142,2.4188747,-1.5688034,-1.1866453,-0.15903366
HHH_rd1_0142,0.4971333,-2.2409618,-3.1083868,-0.831192
HHH_rd1_0142,3.4010627,-1.5517111,-0.20445728,-0.14194131
HHH_rd1_0142,3.394034,-1.3301957,-0.2114861,0.07957411
HHH_rd1_0142,3.1240273,-1.6040468,-0.48149276,-0.19427705
HHH_rd1_0142,1.3585786,-1.6792461,-2.2469416,-0.2694763
HHH_rd1_0142,1.8621064,-1.7889855,-1.7434136,-0.37921572
HHH_rd1_0142,2.2365298,-1.7167403,-1.3689902,-0.30697048
HHH_rd1_0142,0.70620227,-2.1766376,-2.8993177,-0.7668679
HHH_rd1_0142,2.4695575,-1.4597206,-1.1359625,-0.049950838
HHH_rd1_0142,2.9450924,-2.0966601,-0.6604276,-0.68689036
HHH_rd1_0142,3.096492,-2.11004,-0.50902796,-0.7002702
HHH_rd1_0142,1.6361287,-2.4230819,-1.9693913,-1.0133121
HHH_rd1_0142,1.8071878,-2.404596,-1.7983322,-0.9948263
HHH_rd1_0142,1.054765,-2.7411084,-2.550755,-1.3313386
HHH_rd1_0142,2.354449,-2.2124853,-1.251071,-0.80271554
HHH_rd1_0142,2.256083,-2.129156,-1.349437,-0.71938634
HHH_rd1_0142,3.0488598,-1.7792791,-0.5566602,-0.36950934
HHH_rd1_0142,2.938271,-1.9545,-0.66724896,-0.5447302
HHH_rd1_0142,2.2816944,-2.2161021,-1.3238256,-0.80633235
HHH_rd1_0142,3.5589986,-1.5587243,-0.046521425,-0.14895451
HHH_rd1_0142,3.0434663,-1.286742,-0.5620537,0.1230278
HHH_rd1_0142,3.4957335,-1.1666048,-0.10978651,0.24316502
HHH_rd1_0142,3.6571994,-1.1156944,0.051679373,0.29407537
HHH_rd1_0142,3.1260548,-1.8376651,-0.47946525,-0.4278953
HHH_rd1_0142,2.9758253,-1.6348157,-0.6296947,-0.22504592
HHH_rd1_0142,2.79939,-1.5984402,-0.80612993,-0.1886704
HHH_rd1_0142,0.6442265,-2.7355328,-2.9612935,-1.325763
HHH_rd1_0142,3.7132409,-1.0877525,0.10772085,0.3220173
HHH_rd1_0142,3.7831595,-1.287921,0.17763948,0.12184882
HHH_rd1_0142,3.6253426,-1.4916996,0.019822598,-0.0819298
HHH_rd1_0142,3.228616,-1.5080509,-0.376904,-0.098281145
HHH_rd1_0142,3.439111,-1.5914724,-0.16640902,-0.18170261
HHH_rd1_0142,3.717659,-1.2475766,0.11213899,0.16219318
HHH_rd1_0142,3.632451,-1.1540394,0.026931047,0.2557304
HHH_rd1_0142,3.3379648,-1.4917476,-0.26755524,-0.081977844
HHH_rd1_0142,3.4940448,-1.5874197,-0.11147523,-0.17764997
HHH_rd1_0142,3.664193,-1.348385,0.058672905,0.061384797
HHH_rd1_0142,3.2322767,-1.7162985,-0.37324333,-0.3065287
HHH_rd1_0142,4.1004496,-1.3610554,0.49492955,0.0487144
HHH_rd1_0142,3.9254923,-1.3540485,0.31997228,0.055721283
HHH_rd1_0142,3.4452534,-1.5273842,-0.16026664,-0.11761439
HHH_rd1_0142,3.5776677,-1.4047848,-0.027852297,0.004984975
HHH_rd1_0142,3.3509367,-1.3721485,-0.25458336,0.03762126
HHH_rd1_0142,3.277566,-1.5649371,-0.32795405,-0.15516734
HHH_rd1_0142,3.4512975,-1.627293,-0.15422249,-0.21752322
HHH_rd1_0142,0.7988962,-2.364644,-2.806624,-0.9548743
HHH_rd1_0142,3.554786,-1.1284645,-0.050734043,0.2813053
HHH_rd1_0142,2.937038,-1.8671227,-0.66848207,-0.45735288
HHH_rd1_0142,2.4917479,-2.100383,-1.1137722,-0.69061327
HHH_rd1_0142,2.755831,-2.0381327,-0.849689,-0.6283629
HHH_rd1_0142,2.845628,-1.6745578,-0.759892,-0.26478803
HHH_rd1_0142,2.5823133,-2.2717414,-1.0232067,-0.8619716
HHH_rd1_0142,3.455209,-1.6834605,-0.150311,-0.2736907
HHH_rd1_0142,2.8586543,-1.9798846,-0.74686575,-0.57011485
HHH_rd1_0142,3.1466868,-1.8504268,-0.45883322,-0.44065702
HHH_rd1_0142,3.1534626,-1.7942908,-0.45205736,-0.384521
HHH_rd1_0142,2.7409184,-1.997333,-0.8646016,-0.5875633
HHH_rd1_0142,3.2058744,-1.8422035,-0.39964557,-0.43243372
HHH_rd1_0142,3.137444,-1.7822276,-0.468076,-0.37245786
HHH_rd1_0142,2.7761362,-1.9466338,-0.82938385,-0.53686404
HHH_rd1_0142,3.0426702,-1.8107264,-0.56284976,-0.40095663
HHH_rd1_0142,2.5628743,-0.77338266,-1.0426457,0.6363871
HHH_rd1_0142,2.354328,-0.81644636,-1.2511921,0.5933234
HHH_rd1_0142,2.4618924,-1.6081481,-1.1436276,-0.19837832
HHH_rd1_0142,0.5130356,-2.6118493,-3.0924845,-1.2020795
HHH_rd1_0142,2.810974,-1.6413033,-0.7945461,-0.23153353
HHH_rd1_0142,0.23131305,-2.9499497,-3.374207,-1.54018
HHH_rd1_0142,0.21971712,-2.8776639,-3.385803,-1.4678941
HHH_rd1_0142,0.13759974,-3.189525,-3.4679203,-1.7797551
HHH_rd1_0142,0.35576224,-2.9550683,-3.2497578,-1.5452986
HHH_rd1_0142,0.18495868,-3.208305,-3.4205613,-1.7985351
HHH_rd1_0142,0.1792836,-3.2231603,-3.4262364,-1.8133905
HHH_rd1_0142,0.07499144,-3.2517152,-3.5305285,-1.8419454
HHH_rd1_0142,0.51961476,-2.884678,-3.0859053,-1.4749081
HHH_rd1_0142,0.25457528,-3.2062721,-3.3509448,-1.7965024
HHH_rd1_0142,0.43795282,-2.8614075,-3.1675673,-1.4516377
HHH_rd1_0142,0.24856272,-3.2744098,-3.3569572,-1.86464
HHH_rd1_0142,2.624388,-2.0072286,-0.98113203,-0.59745884
HHH_rd1_0142,2.5982866,-2.1692894,-1.0072334,-0.7595196
HHH_rd1_0142,3.3590176,-1.646745,-0.2465024,-0.2369752
HHH_rd1_0142,0.908371,-1.5184808,-2.697149,-0.108711004
HHH_rd1_0142,0.22967847,-1.8323803,-3.3758416,-0.42261052
HHH_rd1_0142,1.6002432,-1.464435,-2.0052767,-0.054665208
HHH_rd1_0142,0.12672767,-3.2187743,-3.4787924,-1.8090045
HHH_rd1_0142,3.4873216,-1.5270193,-0.118198395,-0.11724949
HHH_rd1_0142,3.0863597,-1.9253067,-0.5191603,-0.5155369
HHH_rd1_0142,2.3530679,-1.9539323,-1.2524521,-0.5441625
HHH_rd1_0142,2.9365532,-1.921732,-0.66896677,-0.5119622
HHH_rd1_0142,1.0186309,-2.4599714,-2.5868893,-1.0502017
HHH_rd1_0142,3.1096995,-1.4462403,-0.49582052,-0.036470532
HHH_rd1_0142,3.2881823,-1.4409678,-0.31733775,-0.031198025
HHH_rd1_0142,3.290234,-1.0702658,-0.31528592,0.339504
HHH_rd1_0142,3.414501,-0.6208136,-0.19101906,0.78895617
HHH_rd1_0142,3.0278983,-1.6678442,-0.5776217,-0.2580744
HHH_rd1_0142,3.5085928,-0.981537,-0.096927166,0.4282328
HHH_rd1_0142,3.4594104,-1.5623746,-0.14610958,-0.15260482
HHH_rd1_0142,3.5749428,-1.3296473,-0.030577183,0.08012247
HHH_rd1_0142,3.6078427,-1.3990885,0.0023226738,0.010681272
HHH_rd1_0142,3.395598,-1.5714961,-0.20992208,-0.16172636
HHH_rd1_0142,2.850279,-1.8288208,-0.7552409,-0.41905105
HHH_rd1_0142,2.9039328,-1.7512541,-0.7015872,-0.3414843
HHH_rd1_0142,0.46412826,-3.0427277,-3.1413918,-1.6329579
HHH_rd1_0142,2.1978214,-0.9712742,-1.4076986,0.43849558
HHH_rd1_0142,3.7969403,-1.1795717,0.19142032,0.23019803
HHH_rd1_0142,3.6037195,-1.387756,-0.0018005371,0.022013783
HHH_rd1_0142,3.617055,-1.264476,0.011534929,0.14529383
HHH_rd1_0142,3.4486127,-1.5852073,-0.15690732,-0.17543757
HHH_rd1_0142,4.0791583,-1.0849042,0.4736383,0.32486558
